CNPJ,FIRM_NAME,CVM_FIRM_TYPE,CVM_CODE,CVM_STATUS
33.270.240/0001-65,EDITORA DE GUIAS LTB SA,CIAS ABERTAS,005355,Cancelado em 30/09/1987
14.574.289/0001-67,EDITORA GRAFICA O DIA SA,CIAS INCENTIVADAS REGISTRADAS,514497,Cancelado em 14/02/2012
61.383.279/0001-24,EDITORA LISA SA LIVROS IRRADT,CIAS ABERTAS,008052,Cancelado em 13/08/1987
13.565.502/0001-01,EDN ESTIRENO DO NORDESTE SA,CIAS ABERTAS,005363,Cancelado em 10/07/2003
03.983.431/0001-03,EDP ENERGIAS DO BRASIL S/A,CIAS ABERTAS,019763,Concedido em 05/07/2005
28.152.650/0001-71,EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,CIAS ABERTAS,015342,Concedido em 19/01/1996
02.302.100/0001-06,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,CIAS ABERTAS,016985,Concedido em 27/03/1998
12.668.792/0001-56,EGEU PARTICIPAÇÕES SA,CIAS ABERTAS,022713,Cancelado em 31/12/2013
92.696.038/0001-69,EICOM ENG IND E COMERCIO SA,CIAS ABERTAS,005371,Cancelado em 09/03/1990
00.261.304/0001-02,EISA ESTALEIRO ILHA SA,CIAS ABERTAS,016411,Cancelado em 08/05/2002
36.146.575/0001-64,EIXO SP CONCESSIONARIA DE RODOVIAS S.A.,CIAS ABERTAS,026875,Concedido em 08/07/2022
12.610.097/0001-33,EKOPARKING SA,CIAS ABERTAS,022896,Cancelado em 07/01/2016
03.143.666/0001-97,ELAGRO PECUARIA SA,CIAS INCENTIVADAS REGISTRADAS,509671,Cancelado em 28/08/1998
05.017.033/0001-68,ELDORADO AGRICOLA SA,CIAS INCENTIVADAS REGISTRADAS,519901,Cancelado em 29/09/2014
07.401.436/0001-31,ELDORADO BRASIL CELULOSE S.A.,CIAS ABERTAS,022810,Concedido em 06/06/2012
35.980.592/0001-30,ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.,CIAS ABERTAS,026948,Concedido em 16/09/2022
53.843.777/0001-84,ELEBRA SA ELETR BRASILEIRA,CIAS ABERTAS,012122,Cancelado em 18/03/2008
82.643.537/0001-34,ELECTRO AÇO ALTONA S/A,CIAS ABERTAS,005380,Concedido em 19/01/1950
76.487.032/0001-25,ELECTROLUX DO BRASIL SA,CIAS ABERTAS,010006,Cancelado em 27/07/2004
13.788.120/0001-47,ELEKEIROZ S/A,CIAS ABERTAS,004359,Cancelado em 01/07/2020
10.362.796/0001-86,ELEKEIROZ SA,CIAS ABERTAS,012556,Cancelado em 31/07/2003
02.328.280/0001-97,ELEKTRO REDES S.A.,CIAS ABERTAS,017485,Concedido em 08/07/1998
33.069.063/0001-53,ELETRICIDADE DA AMAZÔNIA S/A,CIAS INCENTIVADAS REGISTRADAS,515159,Cancelado em 19/08/2013
01.104.937/0001-70,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,CIAS ABERTAS,015784,Concedido em 30/09/1996
51.702.975/0001-00,ELETRODIGI ELETR DIGITAL SA,CIAS ABERTAS,005398,Cancelado em 25/04/1985
76.498.179/0001-10,ELETROFRIO SA,CIAS ABERTAS,015474,Cancelado em 06/02/1998
09.347.516/0001-81,ELETROMIDIA S.A.,CIAS ABERTAS,025569,Concedido em 11/02/2021
10.216.117/0001-60,ELETROMOURA SA,CIAS ABERTAS,005428,Cancelado em 19/03/2007
01.729.228/0001-80,ELETRON PNSC SA,CIAS ABERTAS,016403,Cancelado em 12/05/2004
00.514.998/0001-42,ELETRON SA,CIAS ABERTAS,016209,Cancelado em 07/02/2020
03.052.673/0001-83,ELETRONET S/A,CIAS ABERTAS,018740,Cancelado em 15/09/2016
61.695.227/0001-93,ELETROPAULO METROP. ELET. SAO PAULO S.A.,CIAS ABERTAS,014176,Concedido em 19/08/1993
01.968.293/0001-68,ELETRORIVER S.A.,CIAS ABERTAS,026891,Concedido em 14/07/2022
20.789.145/0001-20,ELETROSILEX SA,CIAS ABERTAS,014974,Cancelado em 18/03/2008
20.789.145/0001-20,ELETROSILEX SA,CIAS INCENTIVADAS REGISTRADAS,504807,Cancelado em 12/09/1995
22.164.990/0001-36,ELETROSOM S/A - EM RECUPERAÇÃO JUDICIAL,CIAS ABERTAS,022373,Cancelado em 30/08/2016
92.776.665/0001-00,ELEVA ALIMENTOS S/A,CIAS ABERTAS,012238,Cancelado em 16/04/2008
00.028.986/0001-08,ELEVADORES ATLAS SCHINDLER SA,CIAS ABERTAS,015598,Cancelado em 06/10/2003
90.347.840/0001-18,ELEVADORES SUR SA IND COM,CIAS ABERTAS,005436,Cancelado em 12/01/1999
09.053.134/0001-45,ELFA MEDICAMENTOS S.A.,CIAS ABERTAS,025348,Concedido em 02/12/2020
52.556.578/0001-22,ELGIN MAQUINAS SA,CIAS ABERTAS,005444,Cancelado em 22/08/1985
25.505.371/0001-56,ELIANE AZULEJOS DE MG SA,CIAS INCENTIVADAS REGISTRADAS,516830,Cancelado em 20/03/2003
06.009.625/0001-09,ELIZABETH NORDESTE,CIAS INCENTIVADAS REGISTRADAS,504416,Cancelado em 01/06/1998
02.357.659/0001-25,ELIZABETH PORCELANATO S/A,CIAS INCENTIVADAS REGISTRADAS,518301,Cancelado em 12/12/2005
92.760.891/0001-00,ELIZIARIO SA CORROC E ONIBUS,CIAS ABERTAS,005460,Cancelado em 05/01/1988
21.581.509/0001-45,ELSTER MEDIÇÃO DE ÁGUA S/A,CIAS INCENTIVADAS REGISTRADAS,506621,Cancelado em 16/03/2016
57.488.645/0001-32,ELUMA SA INDUSTRIA E COMERCIO,CIAS ABERTAS,005479,Cancelado em 31/03/2010
04.990.461/0001-00,EMA AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,510858,Cancelado em 14/02/2012
02.302.101/0001-42,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,CIAS ABERTAS,016993,Concedido em 27/03/1998
06.032.643/0001-01,EMAPE ALIMENTOS DA IBIAPABA SA,CIAS INCENTIVADAS REGISTRADAS,503827,Cancelado em 14/02/2012
17.992.538/0001-22,EMBAUBA FLORESTAL SA,CIAS ABERTAS,005487,Cancelado em 22/03/2005
51.739.530/0001-97,EMBAUBA SA DES ENERGETICO,CIAS ABERTAS,005495,Cancelado em 22/03/2005
42.331.462/0001-31,EMBPAR PARTICIPAÇÕES S/A,CIAS ABERTAS,015458,Concedido em 14/03/1996
60.208.493/0001-81,EMBRAER EMP BRAS AERON SA,CIAS ABERTAS,005509,Cancelado em 31/03/2006
07.689.002/0001-89,EMBRAER S.A.,CIAS ABERTAS,020087,Concedido em 23/05/2006
01.969.933/0001-54,EMBRAH TRUST SA,CIAS ABERTAS,016764,Cancelado em 08/12/2005
07.888.464/0001-25,EMBRAPESCA EMP BRAS PESCA SA,CIAS INCENTIVADAS REGISTRADAS,511030,Cancelado em 14/02/2012
02.558.124/0001-12,EMBRATEL PARTICIPAÇÕES SA,CIAS ABERTAS,017647,Cancelado em 31/12/2014
04.853.859/0001-02,EMBUY E DE BUBALINOCULTURA S A,CIAS INCENTIVADAS REGISTRADAS,515698,Cancelado em 14/02/2012
19.403.252/0001-90,EMCCAMP RESIDENCIAL S.A.,CIAS ABERTAS,025909,Concedido em 20/05/2021
31.765.365/0001-30,EMERICK AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,509566,Cancelado em 25/09/1998
76.491.828/0001-51,EMILIO ROMANI SA,CIAS ABERTAS,005525,Cancelado em 07/08/2007
07.335.540/0001-75,EMP AGROPEC MONTE SA,CIAS INCENTIVADAS REGISTRADAS,507431,Cancelado em 10/01/1992
06.004.097/0001-97,EMP AGROPEC VALE POTY SA,CIAS INCENTIVADAS REGISTRADAS,507369,Cancelado em 14/02/2012
84.720.630/0001-20,EMP BRAS COMPRES SA - EMBRACO,CIAS ABERTAS,005550,Cancelado em 30/04/2006
06.088.009/0001-82,EMP BRAS DE CALCADOS SA - EBC,CIAS INCENTIVADAS REGISTRADAS,510262,Cancelado em 14/02/2012
33.220.880/0001-60,EMP BRAS SOLDA ELETRICA SA,CIAS ABERTAS,005568,Cancelado em 10/06/1992
23.560.717/0001-93,EMP BRASILEIRA EQUIPAMENTOS SA,CIAS INCENTIVADAS REGISTRADAS,515981,Cancelado em 24/10/2012
33.497.660/0001-89,EMP CINEMAS SAO LUIZ SA,CIAS ABERTAS,018171,Cancelado em 07/08/2000
07.441.439/0001-07,EMP COML INDL DO CAJU SA,CIAS INCENTIVADAS REGISTRADAS,503070,Cancelado em 14/02/2012
04.366.183/0001-14,EMP DE BUFALOS DO AMAPA SA,CIAS INCENTIVADAS REGISTRADAS,507792,Cancelado em 14/02/2012
04.366.183/0001-14,EMP DE BUFALOS DO AMAPA SA,CIAS INCENTIVADAS REGISTRADAS,519227,Cancelado em 03/08/2012
39.409.198/0001-05,EMP DE MINERACAO LITORANEA  SA,CIAS INCENTIVADAS REGISTRADAS,515779,Cancelado em 28/09/2008
04.203.337/0001-57,EMP DE NAVEGACAO ENVIRA SA,CIAS INCENTIVADAS REGISTRADAS,512893,Cancelado em 26/05/1995
09.138.462/0001-44,EMP DE PREMOLDADOS SA,CIAS INCENTIVADAS REGISTRADAS,516864,Cancelado em 14/02/2012
07.819.493/0001-35,EMP RURAL CARAUBAS SA,CIAS INCENTIVADAS REGISTRADAS,504572,Cancelado em 14/02/2012
28.258.846/0001-45,EMP RURAL E ECO LAGOA AZUL SA,CIAS INCENTIVADAS REGISTRADAS,515302,Cancelado em 03/11/2005
03.982.931/0001-20,EMP SANEAM M GROSSO DO SUL S.A. -SANESUL,CIAS ABERTAS,014877,Cancelado em 18/10/2007
01.971.614/0001-83,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR",CIAS ABERTAS,016497,Cancelado em 29/04/2022
08.873.333/0001-37,EMPASA SA FAZS REUN,CIAS INCENTIVADAS REGISTRADAS,506265,Cancelado em 14/02/2012
09.119.033/0001-20,EMPESCA SA CONS NAV PESCA EXP,CIAS INCENTIVADAS REGISTRADAS,503410,Cancelado em 14/02/2012
09.119.033/0001-20,EMPESCA SA CONS NAV PESCA EXP,CIAS INCENTIVADAS REGISTRADAS,520721,Cancelado em 26/01/2018
02.222.736/0001-30,EMPR. CONCESS. DE RODOVIAS DO NORTE S.A. - ECONORTE,CIAS ABERTAS,019011,Cancelado em 16/12/2020
09.008.947/0001-13,EMPREEND RURAIS TABOCAS SA,CIAS INCENTIVADAS REGISTRADAS,506230,Cancelado em 20/12/2009
06.963.185/0001-16,EMPREEND RURAIS VERA SA,CIAS INCENTIVADAS REGISTRADAS,509710,Cancelado em 28/09/2008
06.133.029/0001-28,EMPREENDIMENTOS AGROINDUSTRIAIS REUNIDOS S/A,CIAS INCENTIVADAS REGISTRADAS,504173,Cancelado em 14/02/2012
06.626.253/0001-51,EMPREENDIMENTOS PAGUE MENOS SA,CIAS ABERTAS,022608,Concedido em 21/10/2011
61.076.998/0001-00,EMPREENDS ADM COM ANNA SA,CIAS ABERTAS,005541,Cancelado em 06/07/1989
17.162.280/0001-37,EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC,CIAS ABERTAS,027120,Concedido em 28/02/2023
02.511.048/0001-90,EMPRESA CONC.DE RODOV.DO SUL S/A ECOSUL,CIAS ABERTAS,019283,Cancelado em 20/04/2010
33.000.985/0001-04,EMPROL SA EMBALAGENS,CIAS INCENTIVADAS REGISTRADAS,517402,Cancelado em 08/08/2011
13.358.189/0001-30,EMTUSA-EMPREEND TURISTICOS SA,CIAS INCENTIVADAS REGISTRADAS,507288,Cancelado em 14/02/2012
08.616.047/0001-96,ENAL ENERGIA ALTERNATIVA SA,CIAS INCENTIVADAS REGISTRADAS,513636,Cancelado em 28/09/2008
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,CIAS ABERTAS,022365,Concedido em 02/02/2011
21.262.638/0001-70,ENCALSO PARTICIPAÇÕES EM CONCESSÕES S.A.,CIAS ABERTAS,023701,Cancelado em 01/06/2022
01.414.107/0001-49,ENERGIPAR PARTICIPAÇÕES S.A.,CIAS ABERTAS,015849,Cancelado em 18/12/2015
15.413.826/0001-50,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,CIAS ABERTAS,005576,Concedido em 28/08/1981
03.467.321/0001-99,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,CIAS ABERTAS,014605,Concedido em 25/10/1994
19.527.639/0001-58,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A,CIAS ABERTAS,003271,Concedido em 17/12/1969
09.095.183/0001-40,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A,CIAS ABERTAS,021938,Concedido em 29/01/2010
00.864.214/0001-06,ENERGISA SA,CIAS ABERTAS,015253,Concedido em 20/12/1995
13.017.462/0001-63,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A,CIAS ABERTAS,018996,Concedido em 17/07/2001
07.282.377/0001-20,ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.,CIAS ABERTAS,024864,Concedido em 05/11/2019
28.201.130/0001-01,ENERGISA TRANSMISSÃO DE ENERGIA S.A.,CIAS ABERTAS,024589,Concedido em 29/10/2018
00.751.913/0001-40,ENERTEL ENERGIA TELEC PART SA,CIAS ABERTAS,015032,Cancelado em 04/04/2001
04.423.567/0001-21,ENEVA S.A.,CIAS ABERTAS,021237,Concedido em 07/12/2007
11.103.843/0001-30,ENGECOL ARTEFATOS DE CONCRETO SA,CIAS INCENTIVADAS REGISTRADAS,504700,Cancelado em 06/02/2009
56.991.888/0001-26,ENGESA ENGO ESPECIALIZADOS SA,CIAS ABERTAS,005649,Cancelado em 20/12/2005
15.749.799/0001-90,ENGETRONICS DA AMAZONIA SA,CIAS INCENTIVADAS REGISTRADAS,520632,Cancelado em 25/07/2017
33.144.940/0001-03,ENGEVIX ENGENHARIA SA,CIAS ABERTAS,005657,Cancelado em 14/04/1994
15.113.475/0001-61,ENGEX SA EQUIPS ESPECIALIZADOS,CIAS INCENTIVADAS REGISTRADAS,502065,Cancelado em 28/09/2008
02.474.103/0001-19,ENGIE BRASIL ENERGIA S.A.,CIAS ABERTAS,017329,Concedido em 28/05/1998
60.835.105/0001-92,ENIA INDUSTRIAS QUIMICAS SA,CIAS ABERTAS,012106,Cancelado em 29/03/1990
05.083.241/0001-65,ENISA ENG IND SA,CIAS INCENTIVADAS REGISTRADAS,507997,Cancelado em 14/02/2012
16.922.038/0001-51,ENJOEI S.A.,CIAS ABERTAS,025259,Concedido em 05/11/2020
32.803.503/0001-91,ENTALPIA PARTICIPAÇÕES S.A.,CIAS ABERTAS,026131,Cancelado em 16/12/2021
26.664.057/0001-89,ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.,CIAS ABERTAS,024341,Concedido em 01/03/2018
09.527.023/0001-23,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,CIAS ABERTAS,026271,Concedido em 05/10/2021
88.611.975/0001-05,ENXUTA SA,CIAS ABERTAS,012211,Cancelado em 23/04/1998
12.394.936/0001-23,EOX ENERGIA EÓLICA S.A.,CIAS ABERTAS,023078,Cancelado em 07/01/2016
03.701.830/0001-34,EPILIFE EMPREENDIMENTOS E PART S/A,CIAS ABERTAS,019321,Cancelado em 16/10/2008
02.302.098/0001-67,EPTE-EMPR. PTA TRANS. ENERG. ELETR. S.A.,CIAS ABERTAS,017000,Cancelado em 31/10/2001
03.220.438/0001-73,EQUATORIAL ENERGIA S/A,CIAS ABERTAS,020010,Concedido em 30/03/2006
01.543.032/0001-04,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.,CIAS ABERTAS,002445,Cancelado em 29/04/2008
01.543.032/0001-04,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.,CIAS ABERTAS,025577,Concedido em 12/02/2021
06.272.793/0001-84,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,CIAS ABERTAS,016608,Concedido em 13/11/1997
04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,CIAS ABERTAS,018309,Concedido em 14/06/1999
26.845.702/0001-60,EQUATORIAL TRANSMISSORA 7 SPE S.A.,CIAS ABERTAS,024457,Concedido em 14/06/2018
27.967.244/0001-02,EQUATORIAL TRANSMISSORA 8 SPE S.A.,CIAS ABERTAS,024481,Concedido em 28/06/2018
33.067.745/0001-27,ERICSSON TELECOMUNICACOES SA,CIAS ABERTAS,005690,Cancelado em 30/03/2001
05.835.418/0001-32,ERIG ESTALEIROS RIO GUAJARA SA,CIAS INCENTIVADAS REGISTRADAS,517810,Cancelado em 12/06/2000
92.749.167/0001-78,ERNESTO NEUGEBAUER SA IND REU,CIAS ABERTAS,005703,Cancelado em 23/05/2000
07.682.719/0001-07,ERVA MOURA VALE DO CURU SA,CIAS INCENTIVADAS REGISTRADAS,508020,Cancelado em 14/02/2012
60.501.533/0001-89,ESCRITORIO CONS ENG ECEL SA,CIAS ABERTAS,005720,Cancelado em 20/12/2005
05.579.735/0001-35,ESMEL AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,504220,Cancelado em 14/02/2012
07.155.310/0001-24,ESPLANADA CONF NE SA ESPLANORD,CIAS ABERTAS,005738,Cancelado em 28/11/1988
07.344.740/0001-94,ESPLANADA HOTEIS SA,CIAS ABERTAS,005746,Cancelado em 07/05/1990
08.675.282/0001-39,ESPLENDOR IND E COM MOVEIS SA,CIAS INCENTIVADAS REGISTRADAS,510750,Cancelado em 08/01/2007
07.802.794/0001-56,ESSENTIA PCHS S.A.,CIAS ABERTAS,026158,Concedido em 12/08/2021
04.946.406/0001-12,ESTACON ENGENHARIA SA,CIAS ABERTAS,005754,Cancelado em 20/08/2001
04.102.588/0001-45,ESTALEIRO MICOM SA,CIAS INCENTIVADAS REGISTRADAS,505293,Cancelado em 26/09/2011
04.102.588/0001-45,ESTALEIRO MICOM SA,CIAS INCENTIVADAS REGISTRADAS,520462,Cancelado em 23/08/2016
04.210.928/0001-51,ESTALEIROS BACIA AMAZONICA SA,CIAS INCENTIVADAS REGISTRADAS,502456,Cancelado em 01/06/2011
09.004.706/0001-04,ESTEIO AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,502057,Cancelado em 14/02/2012
03.476.223/0001-18,ESTRELA DO GUAPORE SA AGROPEC,CIAS INCENTIVADAS REGISTRADAS,513652,Cancelado em 21/01/1993
39.819.354/0001-06,ESTRELA SERRANA CARNES E DERIVADOS S/A,CIAS INCENTIVADAS REGISTRADAS,515957,Cancelado em 14/02/2012
30.311.067/0001-08,ESTTEIO COMPANHIA SECURITIZADORA DE CRÉDITOS,CIAS ABERTAS,024619,Cancelado em 05/09/2019
05.444.807/0001-37,ESTUDIO AMAZ RADIOFIFUSAO SA,CIAS INCENTIVADAS REGISTRADAS,515108,Cancelado em 04/08/1997
61.092.037/0001-81,ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL,CIAS ABERTAS,005762,Concedido em 17/11/1970
04.896.866/0001-83,ETN - EMPRESA TECNICA NACIONAL SA,CIAS INCENTIVADAS REGISTRADAS,518018,Cancelado em 14/02/2012
08.255.093/0001-07,ETTI NORDESTE INDL SA,CIAS INCENTIVADAS REGISTRADAS,501220,Cancelado em 06/10/1999
18.211.037/0001-24,EUCATEX MIN DO NE SA,CIAS INCENTIVADAS REGISTRADAS,502693,Cancelado em 22/12/1995
56.643.018/0001-66,EUCATEX S.A. INDUSTRIA E COMERCIO,CIAS ABERTAS,005770,Concedido em 20/08/1969
61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,CIAS ABERTAS,026700,Concedido em 28/03/2022
42.290.403/0001-62,EUROLEASE SA ARREND MERCANTIL,CIAS ABERTAS,012289,Cancelado em 15/01/2008
04.180.279/0001-93,EVADIN INDÚSTRIAS AMAZÔNIA S/A,CIAS INCENTIVADAS REGISTRADAS,517860,Cancelado em 01/06/2017
43.470.988/0001-65,EVEN CONSTRUTORA E INCORPORADORA S/A,CIAS ABERTAS,020524,Concedido em 02/03/2007
33.742.164/0001-43,EVEREST RIO HOTEL SA,CIAS INCENTIVADAS REGISTRADAS,517828,Cancelado em 17/01/2001
95.426.862/0001-97,EXCELSIOR ALIMENTOS SA.,CIAS ABERTAS,001570,Concedido em 20/07/1977
06.639.876/0001-69,EXPLORACAO MERCANTIL DA PECUARIA SA,CIAS INCENTIVADAS REGISTRADAS,520144,Cancelado em 08/09/2015
35.727.157/0001-06,EZ INC INCORPORAÇÕES COMERCIAIS S.A.,CIAS ABERTAS,025380,Concedido em 14/12/2020
08.312.229/0001-73,EZ TEC EMPREEND. E PARTICIPAÇÕES S/A,CIAS ABERTAS,020770,Concedido em 15/06/2007
82.639.535/0001-71,FAB CHOCOLATE SATURNO SA,CIAS ABERTAS,005800,Cancelado em 14/05/1986
10.831.642/0001-96,FAB DA PEDRA SA FIAÇÃO E TECELAGEM,CIAS ABERTAS,002666,Cancelado em 08/11/1993
08.644.429/0001-23,FAB EMULSÕES ASFALTO DE PE SA,CIAS INCENTIVADAS REGISTRADAS,509167,Cancelado em 28/09/2008
15.126.501/0001-96,FAB GAZES INDS AG.PR. FAGIP SA,CIAS INCENTIVADAS REGISTRADAS,517879,Cancelado em 14/02/2012
04.917.399/0001-20,FAB LEAL SA IND E COM,CIAS INCENTIVADAS REGISTRADAS,519022,Cancelado em 12/09/2012
22.671.564/0001-99,FAB MIN ELETROD SOLD DENVER SA,CIAS ABERTAS,005851,Cancelado em 04/01/2010
15.120.066/0001-92,FAB PAPEL DA BAHIA SA,CIAS INCENTIVADAS REGISTRADAS,500852,Cancelado em 14/02/2012
15.147.507/0001-40,FAB VASELINA DA BAHIA SA,CIAS ABERTAS,005835,Cancelado em 08/05/1996
15.721.863/0001-25,FABILINE AGROPECUARIA SA,CIAS INCENTIVADAS REGISTRADAS,516678,Cancelado em 14/02/2012
15.721.863/0001-25,FABILINE AGROPECUARIA SA,CIAS INCENTIVADAS REGISTRADAS,519570,Cancelado em 01/08/2013
04.909.479/0001-34,FABRICA DE PAPEL DA AMAZÔNIA S/A,CIAS INCENTIVADAS REGISTRADAS,508195,Cancelado em 28/12/2020
33.064.262/0001-79,FABRIMAR SA IND E COMERCIO,CIAS ABERTAS,005860,Cancelado em 14/12/1990
07.281.413/0001-30,FAE - FERRAGENS APARELHOS ELÉTRICOS S/A,CIAS ABERTAS,005878,Cancelado em 19/12/2011
09.337.210/0001-44,FAE ADM. E PARTICIPAÇÕES SA,CIAS ABERTAS,021660,Cancelado em 23/12/2011
11.405.727/0001-75,FAJASA - FAZ JATOBA SA,CIAS INCENTIVADAS REGISTRADAS,507229,Cancelado em 09/08/1991
22.803.357/0001-40,FAMA DA AM IND METALURGICA SA,CIAS INCENTIVADAS REGISTRADAS,511471,Cancelado em 14/02/2012
07.483.340/0001-60,FAMASA - FAZ MAMANGUAPE SA,CIAS INCENTIVADAS REGISTRADAS,504785,Cancelado em 14/02/2012
24.077.083/0001-85,FARBOSA AGRICULTURA SA,CIAS INCENTIVADAS REGISTRADAS,508977,Cancelado em 14/02/2012
08.843.559/0001-95,FARGASA FAZ REUN J GADELHA SA,CIAS INCENTIVADAS REGISTRADAS,508764,Cancelado em 14/02/2012
79.430.682/0001-22,FARMÁCIA E DROGARIA NISSEI S.A.,CIAS ABERTAS,025429,Concedido em 14/01/2021
69.909.687/0001-89,FARMFRUIT AGROINDUSTRIAL SA,CIAS INCENTIVADAS REGISTRADAS,517186,Cancelado em 14/02/2012
69.909.687/0001-89,FARMFRUIT AGROINDUSTRIAL SA,CIAS INCENTIVADAS REGISTRADAS,520292,Cancelado em 17/02/2016
02.091.165/0001-41,FAROL DO LAGO SA,CIAS ABERTAS,017736,Cancelado em 23/07/2001
89.007.009/0001-38,FAROL SA IND GAUCHA FAR OLEOS,CIAS ABERTAS,005886,Cancelado em 22/03/2005
05.427.471/0001-02,FARTURA AGROPECUÁRIA S/A,CIAS INCENTIVADAS REGISTRADAS,512842,Concedido em 07/08/1991
11.361.623/0001-06,FAT CIMENTO TECNICA SA,CIAS INCENTIVADAS REGISTRADAS,502413,Cancelado em 14/02/2012
62.528.930/0001-70,FATOR EMPREENDIMENTOS IMOBILIÁRIOS SA,CIAS ABERTAS,005894,Cancelado em 04/01/2010
43.709.435/0001-12,FATSUI BRASIL SA EMP GERAL MIN,CIAS ABERTAS,005908,Cancelado em 22/03/2005
24.160.004/0001-03,FAZ AGROPART SA,CIAS INCENTIVADAS REGISTRADAS,511625,Cancelado em 14/02/2012
04.702.692/0001-70,FAZ AGROPASTORIL S PEDRO SA,CIAS INCENTIVADAS REGISTRADAS,513768,Cancelado em 14/02/2012
07.299.449/0001-41,FAZ AGROPECUARIA SERRA VERDE SA,CIAS INCENTIVADAS REGISTRADAS,506796,Cancelado em 08/06/2011
00.128.512/0001-38,FAZ ALTO  BONITO SA FABOSA,CIAS INCENTIVADAS REGISTRADAS,516473,Cancelado em 28/09/2008
04.303.822/0001-00,FAZ ALVORADA SA,CIAS INCENTIVADAS REGISTRADAS,513725,Cancelado em 14/02/2012
06.627.855/0001-23,FAZ AMONTADA SA,CIAS INCENTIVADAS REGISTRADAS,504904,Cancelado em 14/02/2012
04.982.468/0001-80,FAZ ARUEIRA SA,CIAS INCENTIVADAS REGISTRADAS,510386,Cancelado em 17/05/2004
23.430.820/0001-19,FAZ ASA BRANCA AGRICULTURA SA,CIAS INCENTIVADAS REGISTRADAS,508993,Cancelado em 28/09/2008
06.875.868/0001-11,FAZ ASSUM PRETO SA,CIAS INCENTIVADAS REGISTRADAS,517399,Cancelado em 30/11/1996
08.028.102/0001-27,FAZ BARAUNA SA,CIAS INCENTIVADAS REGISTRADAS,500739,Cancelado em 14/02/2012
06.881.452/0001-06,FAZ BARAUNAS SA,CIAS INCENTIVADAS REGISTRADAS,508276,Cancelado em 28/09/2008
09.597.295/0001-08,FAZ BARRA DO EXU SA,CIAS INCENTIVADAS REGISTRADAS,509744,Cancelado em 14/02/2012
04.340.972/0001-86,FAZ BARREIRAS SA,CIAS INCENTIVADAS REGISTRADAS,512141,Cancelado em 14/02/2012
09.009.762/0001-23,FAZ BARREIRO DE SANTA FÉ SA,CIAS INCENTIVADAS REGISTRADAS,516228,Cancelado em 24/10/2012
09.794.116/0001-14,FAZ BATALHA SA,CIAS INCENTIVADAS REGISTRADAS,504408,Cancelado em 14/02/2012
15.269.152/0001-61,FAZ BOI BRANCO SA,CIAS INCENTIVADAS REGISTRADAS,513687,Cancelado em 22/10/2010
04.103.206/0001-06,FAZ BOM SUCESSO SA,CIAS INCENTIVADAS REGISTRADAS,514608,Cancelado em 28/09/2008
07.096.514/0001-31,FAZ CALCADINHO SA,CIAS INCENTIVADAS REGISTRADAS,502510,Cancelado em 14/02/2012
04.872.040/0001-84,FAZ CAMPO VERDE SA,CIAS INCENTIVADAS REGISTRADAS,515655,Cancelado em 14/02/2012
07.744.279/0002-48,FAZ CANHOTINHO SA,CIAS INCENTIVADAS REGISTRADAS,511420,Cancelado em 05/09/1994
05.607.932/0001-10,FAZ CASTELAO SA,CIAS INCENTIVADAS REGISTRADAS,508390,Cancelado em 30/09/2011
02.250.363/0001-00,FAZ CEGOIAS SA,CIAS INCENTIVADAS REGISTRADAS,508217,Cancelado em 14/02/2012
07.273.451/0001-41,FAZ CIPO SA,CIAS INCENTIVADAS REGISTRADAS,504912,Cancelado em 30/12/1998
04.883.179/0001-23,FAZ COLATINA SA,CIAS INCENTIVADAS REGISTRADAS,508128,Cancelado em 05/01/2001
