CNPJ,FIRM_NAME,CVM_FIRM_TYPE,CVM_CODE,CVM_STATUS
09.574.971/0001-10,AGROPEC DO RETIRO SA,CIAS INCENTIVADAS REGISTRADAS,502715,Cancelado em 14/02/2012
07.363.351/0001-06,AGROPEC DUPLO T SA,CIAS INCENTIVADAS REGISTRADAS,520152,Cancelado em 13/10/2015
06.976.187/0001-40,AGROPEC E INDL MACHADO SA-AGRIMA,CIAS INCENTIVADAS REGISTRADAS,520667,Cancelado em 05/10/2017
06.997.449/0001-52,AGROPEC E INDL SANTANA SA,CIAS INCENTIVADAS REGISTRADAS,515817,Cancelado em 28/09/2008
31.741.259/0001-17,AGROPEC ESTRELA DO NORTE SA,CIAS INCENTIVADAS REGISTRADAS,511854,Cancelado em 07/08/2006
24.067.092/0001-95,AGROPEC ESTRELA SA,CIAS INCENTIVADAS REGISTRADAS,511293,Cancelado em 14/02/2012
11.642.808/0001-99,AGROPEC FAZ CATALUNHA SA,CIAS INCENTIVADAS REGISTRADAS,501603,Cancelado em 20/09/2005
10.246.999/0001-07,AGROPEC FAZ PARANA SA,CIAS INCENTIVADAS REGISTRADAS,502774,Cancelado em 23/07/2002
09.260.597/0001-88,AGROPEC FAZ PAU LEITE SA,CIAS INCENTIVADAS REGISTRADAS,503916,Cancelado em 14/02/2012
08.846.271/0001-74,AGROPEC FERNANDES SA,CIAS INCENTIVADAS REGISTRADAS,513512,Cancelado em 14/02/2012
09.493.404/0001-39,AGROPEC FERREIRA SA,CIAS INCENTIVADAS REGISTRADAS,503061,Cancelado em 14/02/2012
14.035.257/0001-93,AGROPEC FLECHAL SA,CIAS INCENTIVADAS REGISTRADAS,513296,Cancelado em 03/11/2005
14.035.257/0001-93,AGROPEC FLECHAL SA,CIAS INCENTIVADAS REGISTRADAS,520055,Cancelado em 01/06/2015
04.602.181/0001-87,AGROPEC FORQUILHA SA,CIAS INCENTIVADAS REGISTRADAS,509809,Cancelado em 14/09/2010
84.192.079/0001-90,AGROPEC FRANGO ACU SA,CIAS INCENTIVADAS REGISTRADAS,516481,Cancelado em 14/02/2012
11.439.577/0001-10,AGROPEC GERSON MARANHAO SA,CIAS INCENTIVADAS REGISTRADAS,511730,Cancelado em 04/12/1992
06.016.364/0001-46,AGROPEC GIFONI SALES SA,CIAS INCENTIVADAS REGISTRADAS,517097,Cancelado em 28/09/2008
15.053.267/0001-14,AGROPEC GRENDENE SA,CIAS INCENTIVADAS REGISTRADAS,500941,Cancelado em 27/04/2001
04.871.760/0001-25,AGROPEC HAKONE SA,CIAS INCENTIVADAS REGISTRADAS,511935,Cancelado em 28/09/2008
04.696.894/0001-57,AGROPEC ILHA DE NAZARE SA,CIAS INCENTIVADAS REGISTRADAS,517313,Cancelado em 14/02/2012
04.597.316/0001-63,AGROPEC INDEPENDENCIA SA,CIAS INCENTIVADAS REGISTRADAS,514268,Cancelado em 14/02/2012
55.742.977/0001-76,AGROPEC ITAMBE SA,CIAS INCENTIVADAS REGISTRADAS,510670,Cancelado em 29/12/1993
28.477.313/0001-54,AGROPEC ITAPEMIRIM SA,CIAS INCENTIVADAS REGISTRADAS,509701,Cancelado em 21/03/1997
35.098.573/0001-84,AGROPEC ITAPIRACO SA,CIAS INCENTIVADAS REGISTRADAS,510696,Cancelado em 14/02/2012
06.881.361/0001-70,AGROPEC JATOBA SA,CIAS INCENTIVADAS REGISTRADAS,510297,Cancelado em 31/08/1993
05.428.222/0001-23,AGROPEC JATOBA SA,CIAS INCENTIVADAS REGISTRADAS,517429,Cancelado em 15/09/1997
07.223.092/0001-18,AGROPEC JENIPAPO SA,CIAS INCENTIVADAS REGISTRADAS,516910,Cancelado em 28/09/2008
19.388.727/0001-16,AGROPEC LAGOA VERDE SA,CIAS INCENTIVADAS REGISTRADAS,517801,Cancelado em 21/08/2009
22.677.009/0001-74,AGROPEC LOPES SA,CIAS INCENTIVADAS REGISTRADAS,508098,Cancelado em 16/06/1997
11.739.349/0001-66,AGROPEC MALACACHETA SA,CIAS INCENTIVADAS REGISTRADAS,505625,Cancelado em 14/02/2012
04.657.193/0001-09,AGROPEC MARACAJA SA,CIAS INCENTIVADAS REGISTRADAS,511897,Cancelado em 14/02/2012
11.494.804/0001-00,AGROPEC MARFIM SA,CIAS INCENTIVADAS REGISTRADAS,503029,Cancelado em 14/02/2012
08.332.413/0001-85,AGROPEC MARIA PAZ NORTE SA,CIAS INCENTIVADAS REGISTRADAS,503118,Cancelado em 14/02/2012
17.562.893/0001-61,AGROPEC MONTE REI SA,CIAS INCENTIVADAS REGISTRADAS,509469,Cancelado em 14/02/2012
08.632.515/0001-16,AGROPEC MUCAMBE SA,CIAS INCENTIVADAS REGISTRADAS,501093,Cancelado em 14/02/2012
06.843.916/0001-90,AGROPEC MUCAMBO SA,CIAS INCENTIVADAS REGISTRADAS,506990,Cancelado em 14/02/2012
05.625.009/0001-01,AGROPEC MUCUBAL SA,CIAS INCENTIVADAS REGISTRADAS,507687,Cancelado em 28/09/2008
14.725.287/0001-21,AGROPEC MUNDO NOVO SA,CIAS INCENTIVADAS REGISTRADAS,503525,Cancelado em 14/02/2012
79.764.619/0001-22,AGROPEC MUSAMAR SA,CIAS INCENTIVADAS REGISTRADAS,500933,Cancelado em 16/05/1997
05.324.843/0001-67,AGROPEC N S DE FATIMA SA,CIAS INCENTIVADAS REGISTRADAS,505366,Cancelado em 14/02/2012
08.845.398/0001-79,AGROPEC NELSON ALMEIDA SA,CIAS INCENTIVADAS REGISTRADAS,514080,Cancelado em 14/02/2012
08.845.398/0001-79,AGROPEC NELSON ALMEIDA SA,CIAS INCENTIVADAS REGISTRADAS,519936,Cancelado em 10/10/2014
05.061.809/0001-47,AGROPEC NOIRUMBA SA,CIAS INCENTIVADAS REGISTRADAS,518220,Cancelado em 14/02/2012
05.017.041/0001-04,AGROPEC NOVA ERA SA,CIAS INCENTIVADAS REGISTRADAS,514160,Cancelado em 14/02/2012
12.770.335/0001-78,AGROPEC NOVA SERTANIA SA,CIAS INCENTIVADAS REGISTRADAS,515019,Cancelado em 01/09/2004
05.374.053/0001-96,AGROPEC NOVO MUNDO SA,CIAS INCENTIVADAS REGISTRADAS,512400,Cancelado em 14/02/2012
05.374.053/0001-96,AGROPEC NOVO MUNDO SA,CIAS INCENTIVADAS REGISTRADAS,519600,Cancelado em 27/08/2013
05.140.512/0001-77,AGROPEC OLINDA SA,CIAS INCENTIVADAS REGISTRADAS,512397,Cancelado em 14/02/2012
08.057.879/0001-10,AGROPEC OLIVEIRA MACIEL SA,CIAS INCENTIVADAS REGISTRADAS,502235,Cancelado em 14/02/2012
01.146.059/0001-55,AGROPEC PALMIRA DO NORTE SA,CIAS INCENTIVADAS REGISTRADAS,515132,Cancelado em 14/02/2012
33.655.911/0001-06,AGROPEC PEIXE BOI SA,CIAS INCENTIVADAS REGISTRADAS,511536,Cancelado em 27/10/2005
04.930.590/0001-02,AGROPEC PIMENTA BUENO SA,CIAS INCENTIVADAS REGISTRADAS,513156,Cancelado em 24/10/2012
05.306.733/0001-72,AGROPEC PINHO SA AGROPINHO,CIAS INCENTIVADAS REGISTRADAS,512206,Cancelado em 14/02/2012
04.882.908/0001-27,AGROPEC PIQUIA SA,CIAS INCENTIVADAS REGISTRADAS,518409,Cancelado em 13/01/2006
05.377.734/0001-08,AGROPEC PITITAL SA,CIAS INCENTIVADAS REGISTRADAS,511510,Cancelado em 28/09/2008
04.730.412/0001-38,AGROPEC PRACUUBA SA,CIAS INCENTIVADAS REGISTRADAS,513245,Cancelado em 30/07/2012
08.121.329/0001-12,AGROPEC QUIXADA SA,CIAS INCENTIVADAS REGISTRADAS,507539,Cancelado em 14/02/2012
08.121.329/0001-12,AGROPEC QUIXADA SA,CIAS INCENTIVADAS REGISTRADAS,520810,Cancelado em 05/09/2018
04.978.466/0001-17,AGROPEC REMANSO ACU SA,CIAS INCENTIVADAS REGISTRADAS,511099,Cancelado em 28/09/2008
05.426.663/0001-96,AGROPEC REUNIDOS PARAENSE SA,CIAS INCENTIVADAS REGISTRADAS,512982,Cancelado em 02/01/1992
09.009.408/0001-07,AGROPEC RIBEIRA DO MOXOTO SA,CIAS INCENTIVADAS REGISTRADAS,501760,Cancelado em 28/09/2008
03.144.078/0001-78,AGROPEC RICA SA,CIAS INCENTIVADAS REGISTRADAS,509698,Cancelado em 20/03/1997
04.581.971/0001-23,AGROPEC RICASTRO SA,CIAS INCENTIVADAS REGISTRADAS,503878,Cancelado em 02/05/2016
05.078.415/0001-00,AGROPEC RIO ARATAU SA,CIAS INCENTIVADAS REGISTRADAS,513458,Cancelado em 23/03/2011
00.100.651/0001-53,AGROPEC RIO BONITO SA,CIAS INCENTIVADAS REGISTRADAS,506613,Cancelado em 14/02/2012
05.153.515/0001-45,AGROPEC RIO CAUAXI SA,CIAS INCENTIVADAS REGISTRADAS,503363,Cancelado em 14/02/2012
15.026.073/0001-20,AGROPEC RIO DARRO SA,CIAS INCENTIVADAS REGISTRADAS,511110,Cancelado em 21/10/1996
04.364.519/0001-00,AGROPEC RIO DAS ANTAS SA,CIAS INCENTIVADAS REGISTRADAS,510149,Cancelado em 28/07/1999
46.991.329/0001-62,AGROPEC RIO DEZOITO SA,CIAS INCENTIVADAS REGISTRADAS,511285,Cancelado em 14/02/2012
22.921.449/0001-25,AGROPEC RIO DO OURO SA,CIAS INCENTIVADAS REGISTRADAS,513326,Cancelado em 14/02/2012
12.091.260/0001-07,AGROPEC RIO MEARIM SA,CIAS INCENTIVADAS REGISTRADAS,503258,Cancelado em 14/02/2012
46.991.311/0001-60,AGROPEC RIO MUDRIRE SA,CIAS INCENTIVADAS REGISTRADAS,511943,Cancelado em 14/02/2012
46.991.311/0001-60,AGROPEC RIO MUDRIRE SA,CIAS INCENTIVADAS REGISTRADAS,520438,Cancelado em 20/07/2016
04.170.783/0001-02,AGROPEC RIO NEGRO SA,CIAS INCENTIVADAS REGISTRADAS,515043,Cancelado em 14/02/2012
00.809.095/0001-99,AGROPEC RIO PIUM SA,CIAS INCENTIVADAS REGISTRADAS,506605,Cancelado em 23/01/1992
31.683.279/0001-89,AGROPEC RIO PRETO SA,CIAS INCENTIVADAS REGISTRADAS,511765,Cancelado em 14/02/2012
05.023.692/0001-07,AGROPEC RIO S JOAO SA,CIAS INCENTIVADAS REGISTRADAS,510408,Cancelado em 14/02/2012
06.838.940/0001-30,AGROPEC RIO VOLTA SA,CIAS INCENTIVADAS REGISTRADAS,504661,Cancelado em 23/12/1999
05.609.086/0001-78,AGROPEC RODRIGUES DO SANTOS SA,CIAS INCENTIVADAS REGISTRADAS,511994,Cancelado em 03/11/2005
03.144.060/0001-76,AGROPEC RONCADOR SA,CIAS INCENTIVADAS REGISTRADAS,505196,Cancelado em 15/06/2000
04.870.838/0001-97,AGROPEC SALES OLIVEIRA SA,CIAS INCENTIVADAS REGISTRADAS,507911,Cancelado em 14/02/2012
15.611.809/0001-27,AGROPEC SALGADO SA,CIAS INCENTIVADAS REGISTRADAS,500747,Cancelado em 14/02/2012
35.098.532/0001-98,AGROPEC SANTANA SA,CIAS INCENTIVADAS REGISTRADAS,510718,Cancelado em 28/09/2008
08.947.475/0001-00,AGROPEC SAO BOA VENTURA SA,CIAS INCENTIVADAS REGISTRADAS,509795,Cancelado em 14/02/2012
08.187.874/0001-01,AGROPEC SAO CAMILO SA,CIAS INCENTIVADAS REGISTRADAS,503673,Cancelado em 14/02/2012
04.862.744/0001-76,AGROPEC SAO JOAO SA,CIAS INCENTIVADAS REGISTRADAS,519910,Cancelado em 30/09/2014
00.956.532/0001-05,AGROPEC SAO NICOLAU SA,CIAS INCENTIVADAS REGISTRADAS,508489,Cancelado em 14/02/2012
00.085.902/0001-78,AGROPEC SAO PEDRO SA,CIAS INCENTIVADAS REGISTRADAS,508063,Cancelado em 14/02/2012
00.085.902/0001-78,AGROPEC SAO PEDRO SA,CIAS INCENTIVADAS REGISTRADAS,520446,Cancelado em 29/07/2016
46.991.295/0001-06,AGROPEC SAO ROBERTO SA,CIAS INCENTIVADAS REGISTRADAS,508080,Cancelado em 15/08/2007
12.924.601/0001-70,AGROPEC SEMPRE VERDE SA,CIAS INCENTIVADAS REGISTRADAS,514055,Cancelado em 28/09/2008
00.999.987/0001-08,AGROPEC SONHO DOURADO SA,CIAS INCENTIVADAS REGISTRADAS,508683,Cancelado em 14/02/2012
04.595.104/0001-47,AGROPEC STA ADELIA SA,CIAS INCENTIVADAS REGISTRADAS,509434,Cancelado em 26/07/2011
19.324.029/0001-57,AGROPEC STA IDÁLIA - AGROSANTA,CIAS INCENTIVADAS REGISTRADAS,506214,Cancelado em 22/08/2003
24.067.076/0001-00,AGROPEC STA INEZ SA,CIAS INCENTIVADAS REGISTRADAS,516392,Cancelado em 28/09/2008
08.799.512/0001-71,AGROPEC STA IZABEL SA-AGROSISA,CIAS INCENTIVADAS REGISTRADAS,501174,Cancelado em 28/09/2008
07.460.710/0001-43,AGROPEC STA MARTA SA,CIAS INCENTIVADAS REGISTRADAS,505935,Cancelado em 14/02/2012
04.870.226/0001-02,AGROPEC STA RITA DO MARAJO SA,CIAS INCENTIVADAS REGISTRADAS,512524,Cancelado em 14/02/2012
04.870.226/0001-02,AGROPEC STA RITA DO MARAJO SA,CIAS INCENTIVADAS REGISTRADAS,520101,Cancelado em 12/04/2018
12.771.408/0001-46,AGROPEC STA ROSA SA,CIAS INCENTIVADAS REGISTRADAS,511382,Cancelado em 28/09/2008
09.030.081/0001-47,AGROPEC STA TEREZA SA,CIAS INCENTIVADAS REGISTRADAS,509396,Cancelado em 14/02/2012
00.817.627/0001-30,AGROPEC STO ANTONIO DAS LENDAS SA,CIAS INCENTIVADAS REGISTRADAS,519219,Cancelado em 24/07/2012
11.567.708/0001-45,AGROPEC TAMARINDO SA,CIAS INCENTIVADAS REGISTRADAS,500631,Cancelado em 07/11/1997
08.674.160/0001-28,AGROPEC TAMBORIL VITORIA SA,CIAS INCENTIVADAS REGISTRADAS,501999,Cancelado em 14/02/2012
03.481.074/0001-85,AGROPEC TAPIRAPE SA,CIAS INCENTIVADAS REGISTRADAS,507245,Cancelado em 25/10/2010
10.647.972/0001-26,AGROPEC TAQUARY SA,CIAS INCENTIVADAS REGISTRADAS,504041,Cancelado em 09/09/2004
03.288.537/0001-97,AGROPEC TERRA FERTIL SA,CIAS INCENTIVADAS REGISTRADAS,505005,Cancelado em 02/05/2008
00.242.784/0001-64,AGROPEC TERRA GOYANA SA,CIAS INCENTIVADAS REGISTRADAS,512044,Cancelado em 18/04/1996
00.971.838/0001-22,AGROPEC TERRA KIKUIO SA,CIAS INCENTIVADAS REGISTRADAS,512036,Cancelado em 18/04/1996
15.741.192/0001-64,AGROPEC TERRA NOVA SA,CIAS INCENTIVADAS REGISTRADAS,508950,Cancelado em 28/09/2008
06.948.913/0001-10,AGROPEC THOME AFONSO SA,CIAS INCENTIVADAS REGISTRADAS,503401,Cancelado em 14/02/2012
04.334.488/0001-44,AGROPEC TUCUMAN SA,CIAS INCENTIVADAS REGISTRADAS,520519,Cancelado em 28/11/2016
14.114.425/0001-36,AGROPEC VALE  DO  RIO URINDEUA,CIAS INCENTIVADAS REGISTRADAS,515345,Cancelado em 14/02/2012
09.229.295/0001-47,AGROPEC VALE DIAMANTE SA,CIAS INCENTIVADAS REGISTRADAS,505668,Cancelado em 14/02/2012
09.229.295/0001-47,AGROPEC VALE DIAMANTE SA,CIAS INCENTIVADAS REGISTRADAS,520470,Cancelado em 24/08/2016
83.307.694/0001-31,AGROPEC VALE DO ARAGUAIA S/A,CIAS INCENTIVADAS REGISTRADAS,518387,Cancelado em 04/01/2006
19.564.517/0001-31,AGROPEC VALE DO COCHA SA,CIAS INCENTIVADAS REGISTRADAS,502421,Cancelado em 11/03/2008
10.169.985/0001-37,AGROPEC VALE DO GURGUEIA SA,CIAS INCENTIVADAS REGISTRADAS,506656,Cancelado em 22/09/2010
10.690.410/0001-65,AGROPEC VALE DO IPOJUCA SA,CIAS INCENTIVADAS REGISTRADAS,514950,Cancelado em 03/07/1997
06.724.876/0001-67,AGROPEC VALE DO PRATA SA,CIAS INCENTIVADAS REGISTRADAS,504033,Cancelado em 14/02/2012
12.091.500/0001-65,AGROPEC VALE DO RIO CORDA SA,CIAS INCENTIVADAS REGISTRADAS,503002,Cancelado em 14/02/2012
16.753.832/0001-19,AGROPEC VALE DO SOL SA,CIAS INCENTIVADAS REGISTRADAS,504360,Cancelado em 28/09/2008
12.819.736/0001-75,AGROPEC VARZEA NOVA SA,CIAS INCENTIVADAS REGISTRADAS,508551,Cancelado em 14/02/2012
22.679.567/0001-79,AGROPEC VARZELANDIA SA - AGROPEVA,CIAS INCENTIVADAS REGISTRADAS,517895,Cancelado em 14/02/2012
12.536.454/0001-60,AGROPEC WALCON SA,CIAS INCENTIVADAS REGISTRADAS,511080,Cancelado em 28/09/2008
02.282.297/0001-50,AGROPECUÁRIA ARAÇATUBA S/A,CIAS INCENTIVADAS REGISTRADAS,518824,Cancelado em 03/05/2013
02.856.863/0001-90,AGROPECUÁRIA BRASIL PALMEIRAS S.A.,CIAS INCENTIVADAS REGISTRADAS,519073,Cancelado em 02/05/2016
00.148.825/0001-58,AGROPECUÁRIA DOIS IRMÃOS S/A,CIAS INCENTIVADAS REGISTRADAS,511412,Cancelado em 02/05/2016
13.025.135/0001-53,AGROPECUÁRIA EMILIO OMENA S/A - AGROMENA,CIAS INCENTIVADAS REGISTRADAS,507652,Cancelado em 24/10/2012
02.893.891/0001-88,AGROPECUÁRIA FIO DE OURO S.A.,CIAS INCENTIVADAS REGISTRADAS,519154,Cancelado em 17/07/2020
02.893.891/0001-88,AGROPECUÁRIA FIO DE OURO S.A.,CIAS INCENTIVADAS REGISTRADAS,521060,Cancelado em 09/09/2021
04.595.112/0001-93,AGROPECUÁRIA FLOR DO OURO S/A,CIAS INCENTIVADAS REGISTRADAS,512672,Cancelado em 14/02/2012
01.235.081/0001-71,AGROPECUÁRIA FOGLIATELLI S.A.,CIAS INCENTIVADAS REGISTRADAS,519642,Cancelado em 24/07/2017
06.418.040/0001-34,AGROPECUÁRIA JOTA COELHO S/A,CIAS INCENTIVADAS REGISTRADAS,509205,Cancelado em 28/12/2010
19.964.360/0001-31,AGROPECUÁRIA ORIENTE S/A,CIAS INCENTIVADAS REGISTRADAS,502707,Cancelado em 14/02/2012
04.595.195/0001-10,AGROPECUÁRIA PARANAIBA S/A,CIAS INCENTIVADAS REGISTRADAS,507296,Cancelado em 14/02/2012
22.887.129/0001-04,AGROPECUARIA PAU RAINHA S/A,CIAS INCENTIVADAS REGISTRADAS,509000,Cancelado em 14/02/2012
02.671.917/0001-43,AGROPECUÁRIA PINGUIM S.A.,CIAS INCENTIVADAS REGISTRADAS,519251,Concedido em 22/08/2012
02.642.136/0001-20,AGROPECUÁRIA PONTAL DO PARANAITA S.A.,CIAS INCENTIVADAS REGISTRADAS,520080,Cancelado em 12/04/2018
02.907.052/0001-71,AGROPECUÁRIA RICARDO FRANCO S.A.,CIAS INCENTIVADAS REGISTRADAS,519200,Cancelado em 07/05/2014
04.601.738/0001-65,AGROPECUÁRIA RIO BRILHANTE S/A,CIAS INCENTIVADAS REGISTRADAS,509388,Cancelado em 14/02/2012
02.358.271/0001-49,AGROPECUÁRIA RIO URUARÁ S.A.,CIAS INCENTIVADAS REGISTRADAS,519804,Cancelado em 01/06/2017
05.120.340/0001-70,AGROPECUÁRIA SÃO LUIZ LTDA,CIAS INCENTIVADAS REGISTRADAS,506397,Cancelado em 14/02/2012
15.947.450/0001-63,AGROPECUARIA SÃO SEBASTIÃO DO ARAGUAIA S/A,CIAS INCENTIVADAS REGISTRADAS,514691,Cancelado em 29/04/2009
03.143.716/0001-36,AGROPECUARIA TAMAKAVY SA,CIAS ABERTAS,000213,Cancelado em 25/02/1988
03.143.716/0001-36,AGROPECUARIA TAMAKAVY SA,CIAS INCENTIVADAS REGISTRADAS,520640,Cancelado em 10/10/2019
02.033.525/0001-59,AGROPECUÁRIA TERRA BRAVIA S/A,CIAS INCENTIVADAS REGISTRADAS,518484,Cancelado em 07/07/2006
15.525.447/0001-51,AGROPECUÁRIA VALE DO RIO ACRE S/A,CIAS INCENTIVADAS REGISTRADAS,505277,Cancelado em 24/10/2012
16.688.384/0001-17,AGROPEMA AGROPEC MADRAS SA,CIAS INCENTIVADAS REGISTRADAS,508640,Cancelado em 02/01/1996
06.938.989/0001-65,AGROPIL AGROPEC P IBIAPABA SA,CIAS INCENTIVADAS REGISTRADAS,505382,Cancelado em 14/02/2012
31.498.009/0001-06,AGROPIPER SA,CIAS INCENTIVADAS REGISTRADAS,508659,Cancelado em 14/02/2012
31.498.009/0001-06,AGROPIPER SA,CIAS INCENTIVADAS REGISTRADAS,521183,Cancelado em 14/03/2023
11.430.550/0001-67,AGROPISA AGROPEC DO PIAUI S/A,CIAS INCENTIVADAS REGISTRADAS,503649,Cancelado em 28/09/2008
05.423.587/0001-65,AGROSETE PEC E IND SA,CIAS INCENTIVADAS REGISTRADAS,514012,Cancelado em 14/02/2012
04.971.057/0001-99,AGROTEP SA AGROPEC,CIAS INCENTIVADAS REGISTRADAS,511340,Cancelado em 14/02/2012
15.255.383/0001-16,AGROVAS AGROPEC VALE DO SUIA SA,CIAS INCENTIVADAS REGISTRADAS,518468,Cancelado em 17/07/2006
04.986.188/0001-40,AGROVERA - AGRO INDUSTRIAL VERA CRUZ S.A. EM LIQUIDAÇÃO,CIAS INCENTIVADAS REGISTRADAS,511404,Concedido em 04/10/1990
17.998.493/0001-01,AGROVERDE SA,CIAS INCENTIVADAS REGISTRADAS,501409,Cancelado em 02/03/1994
12.923.546/0001-01,AGROVERDES AGRICOLA SA,CIAS INCENTIVADAS REGISTRADAS,500763,Cancelado em 07/10/2009
31.495.252/0001-62,AGUA PEDRA AZUL SA,CIAS INCENTIVADAS REGISTRADAS,513440,Cancelado em 01/07/2004
07.638.562/0001-04,AGUA VERDE AGROPEC SA AVASA,CIAS INCENTIVADAS REGISTRADAS,507636,Cancelado em 05/01/2006
15.178.767/0001-82,AGUA VIVA PRAIA HOTEL SA,CIAS INCENTIVADAS REGISTRADAS,515876,Cancelado em 14/02/2012
11.742.087/0001-99,AGUANAMBI INDL SA,CIAS INCENTIVADAS REGISTRADAS,506877,Cancelado em 14/02/2012
04.089.570/0001-50,AGUAS GUARIROBA S.A.,CIAS ABERTAS,023442,Concedido em 06/08/2014
10.665.743/0001-34,AGUISA-AGROPEC GUIMARAES SA,CIAS INCENTIVADAS REGISTRADAS,502499,Cancelado em 14/02/2012
10.665.743/0001-34,AGUISA-AGROPEC GUIMARAES SA,CIAS INCENTIVADAS REGISTRADAS,520128,Cancelado em 12/08/2015
09.594.796/0001-22,AGV HOLDING S/A,CIAS ABERTAS,021806,Cancelado em 10/03/2014
60.830.296/0001-08,AIR LIQUIDE,CIAS ABERTAS,009288,Cancelado em 19/11/1998
17.059.049/0001-12,AJAJ SA AGROPECUARIA,CIAS INCENTIVADAS REGISTRADAS,516260,Cancelado em 14/02/2012
06.019.343/0001-84,AJEFISA-AGROPEC JOSE A F SA,CIAS INCENTIVADAS REGISTRADAS,513040,Cancelado em 14/02/2012
24.479.438/0001-62,ALAISA ALAGOAS AGRIC IRRIG.,CIAS INCENTIVADAS REGISTRADAS,515248,Cancelado em 14/02/2012
02.783.422/0001-06,ALBAE PARTICIPACOES SA,CIAS ABERTAS,018074,Cancelado em 15/05/2002
57.912.396/0001-60,ALBATROZ SA,CIAS ABERTAS,013242,Cancelado em 27/12/1990
10.867.026/0001-95,ALCACE NE SA EQUIP ELETRICOS,CIAS INCENTIVADAS REGISTRADAS,511056,Cancelado em 14/02/2012
08.240.673/0001-20,ALCALIS RIO GRANDE DO NORTE SA,CIAS ABERTAS,015067,Cancelado em 04/01/2010
08.240.673/0001-20,ALCALIS RIO GRANDE DO NORTE SA,CIAS INCENTIVADAS REGISTRADAS,510092,Cancelado em 29/09/1995
60.561.800/0001-03,ALCAN ALUMINIO DO BRASIL SA,CIAS ABERTAS,000256,Cancelado em 28/07/1987
56.994.791/0001-77,AL-CAR EMPREENDIMENTOS E PARTICIPAÇÕES SA,CIAS ABERTAS,017957,Cancelado em 13/11/2007
08.486.375/0001-15,ALCLOR QUIM DE ALAGOAS SA,CIAS INCENTIVADAS REGISTRADAS,503320,Cancelado em 13/09/1993
11.696.820/0001-86,ALCOA ALUMINIO DO NE SA,CIAS INCENTIVADAS REGISTRADAS,500402,Cancelado em 24/03/1994
23.637.697/0001-01,ALCOA ALUMINIO SA,CIAS ABERTAS,000264,Cancelado em 19/10/1993
39.326.590/0001-82,ALDEIA DOS REIS TURISMO SA,CIAS INCENTIVADAS REGISTRADAS,516724,Cancelado em 22/12/2005
24.278.582/0001-30,ALENAIDE AGRICOLA SA,CIAS INCENTIVADAS REGISTRADAS,516139,Cancelado em 14/02/2012
24.278.582/0001-30,ALENAIDE AGRICOLA SA,CIAS INCENTIVADAS REGISTRADAS,519758,Cancelado em 30/01/2014
17.167.396/0001-69,ALFA HOLDINGS S.A.,CIAS ABERTAS,009954,Concedido em 20/07/1977
15.167.984/0001-77,ALFA NORDESTE SA INDUSTRIA DO VESTUARIO,CIAS ABERTAS,000272,Cancelado em 13/11/2007
92.689.173/0001-87,ALFRED SA COMERCIO DO VESTUARIO,CIAS ABERTAS,000280,Cancelado em 09/08/2005
71.208.516/0001-74,ALGAR TELECOM S/A,CIAS ABERTAS,021032,Concedido em 27/07/2007
63.764.435/0001-22,ALGONORTE ALGODOEIRA NORTE SA,CIAS INCENTIVADAS REGISTRADAS,514624,Cancelado em 10/04/2008
06.082.980/0001-03,ALIANSCE SHOPPING CENTERS S/A,CIAS ABERTAS,021300,Cancelado em 05/08/2019
05.878.397/0001-32,ALIANSCE SONAE SHOPPING CENTERS S.A.,CIAS ABERTAS,022357,Concedido em 01/02/2011
12.616.496/0001-01,ALIM PROTEICOS DO NORTE SA,CIAS INCENTIVADAS REGISTRADAS,510599,Cancelado em 14/02/2012
02.997.713/0001-05,ALIMENTA PARTICIPAÇÕES E SERVIÇOS SA,CIAS ABERTAS,018260,Cancelado em 10/11/2003
04.133.906/0001-35,ALIMENTICIO INTERN DE CACAU SA,CIAS INCENTIVADAS REGISTRADAS,509248,Cancelado em 14/02/2012
33.826.637/0001-90,ALIPAR ALIMENTOS E PARTS SA,CIAS ABERTAS,014079,Cancelado em 27/09/1995
02.783.425/0001-40,ALIUM PARTICIPAÇÕES SA,CIAS ABERTAS,018082,Cancelado em 31/08/2011
04.965.794/0001-89,ALL FAMA INDL SA,CIAS INCENTIVADAS REGISTRADAS,517321,Cancelado em 14/02/2012
04.965.794/0001-89,ALL FAMA INDL SA,CIAS INCENTIVADAS REGISTRADAS,520225,Cancelado em 18/04/2019
42.771.949/0001-35,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,CIAS ABERTAS,024058,Concedido em 26/10/2016
20.247.322/0001-47,ALLIED TECNOLOGIA S.A.,CIAS ABERTAS,025330,Concedido em 25/11/2020
08.648.295/0001-19,ALLIS PARTICIPAÇÕES S.A.,CIAS ABERTAS,020850,Cancelado em 26/08/2015
60.537.263/0001-66,"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",CIAS ABERTAS,024953,Concedido em 13/05/2020
-,ALMACENES ÉXITO S.A.,CIAS ESTRANGEIRAS,080225,Concedido em 03/04/2023
30.965.065/0001-32,ALMASA ALCOOLEIRA MATEENSE SA,CIAS INCENTIVADAS REGISTRADAS,507865,Cancelado em 16/12/1994
09.018.953/0001-51,ALMASA ALIMS DO MA SA,CIAS INCENTIVADAS REGISTRADAS,509418,Cancelado em 14/11/2005
